Check ID,Created (UTC),Name,Hostname,Tags,Type,Verify Certificate,Status,Last Check Time (UTC)
12090953,2023-01-26 15:45:15,optiq-emea-test-extract-service,optiq-emea-test.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-08-03 23:29:37
12090954,2023-01-26 15:45:15,optiq-emea-test-journal-service,optiq-emea-test.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-08-03 23:29:34
12090955,2023-01-26 15:45:16,optiq-emea-test-ingest-service,optiq-emea-test.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-05-15 21:45:08
12133435,2023-02-15 03:20:57,optiq-emea-akstest-doc-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:07
12133436,2023-02-15 03:20:57,optiq-emea-akstest-extract-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:09
12133438,2023-02-15 03:20:57,optiq-emea-akstest-provisioning-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:38
12133440,2023-02-15 03:20:57,optiq-emea-akstest-ingest-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:43
12145450,2023-02-21 08:38:39,optiq-emea-aks2-journal-service,optiq-emea-aks2.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-21 21:57:38
12145451,2023-02-21 08:38:39,optiq-emea-aks2-provisioning-service,optiq-emea-aks2.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-21 21:57:12
12145454,2023-02-21 08:38:40,optiq-emea-aks2-ingest-service,optiq-emea-aks2.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-21 21:57:31
12145455,2023-02-21 08:38:40,optiq-emea-aks2-extract-service,optiq-emea-aks2.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-21 21:57:17
12149963,2023-02-23 06:02:42,optiq-emea-akstest-journal-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:20
12149965,2023-02-23 06:02:43,optiq-emea-akstest-provisioning-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:01
12149967,2023-02-23 06:02:43,optiq-emea-akstest-extract-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:33
12149968,2023-02-23 06:02:43,optiq-emea-akstest-ingest-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:32
12149969,2023-02-23 06:02:44,optiq-emea-akstest-doc-service,optiq-emea-akstest.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-02-23 21:09:34
12149999,2023-02-23 06:29:23,optiq-emea-aks5-extract-service,optiq-emea-aks5.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-07 21:27:05
12150001,2023-02-23 06:29:23,optiq-emea-aks5-ingest-service,optiq-emea-aks5.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-07 21:26:35
12150002,2023-02-23 06:29:23,optiq-emea-aks5-provisioning-service,optiq-emea-aks5.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-07 21:26:49
12150003,2023-02-23 06:29:24,optiq-emea-aks5-doc-service,optiq-emea-aks5.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-07 21:26:51
12174441,2023-03-08 04:07:13,optiq-emea-aks6-extract-service,optiq-emea-aks6.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-08 13:49:44
12174442,2023-03-08 04:07:13,optiq-emea-aks6-ingest-service,optiq-emea-aks6.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-08 13:49:46
12174443,2023-03-08 04:07:13,optiq-emea-aks6-provisioning-service,optiq-emea-aks6.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-08 13:49:08
12174444,2023-03-08 04:07:14,optiq-emea-aks6-doc-service,optiq-emea-aks6.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-08 13:49:31
12174869,2023-03-08 09:01:45,optiq-emea-aks7-ingest-service,optiq-emea-aks7.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-09 04:44:56
12174870,2023-03-08 09:01:45,optiq-emea-aks7-journal-service,optiq-emea-aks7.cg.optimizely.com,"[""emea"",""production"",""optiq""]",http,1.0,paused,2023-03-09 04:44:33
