Check ID,Created (UTC),Name,Hostname,Tags,Type,Verify Certificate,Status,Last Check Time (UTC),CNAME,A,NS
5564763,2019-11-08 13:14:35,rockshop.rockwool.lv,rockshop.rockwool.lv,[],http,1.0,up,2025-05-05 08:33:23,,217.114.85.48,
6786852,2020-10-10 17:19:54,www.gipeco.se,www.gipeco.se,"[""systeamweb01vm""]",http,,up,2025-05-05 08:33:07,gipeco.se.,217.114.93.56,dns1.oderland.com.;dns2.oderland.com.;dns3.oderland.com.
7488814,2021-01-24 10:26:20,patient.fasenra.dk,patient.fasenra.dk,[],http,1.0,up,2025-05-05 08:34:03,,217.114.94.2,
8045802,2021-04-22 12:06:34,BerOps - cg.cdn.optimtx.com (big_cg) (http),cg.cdn.optimtx.com,[],http,1.0,up,2025-05-05 08:33:36,,185.210.81.250,
8046302,2021-04-22 13:42:06,BerOps - smtpapi2 SMTP,smtpapi2.campaign.episerver.net,[],smtp,,up,2025-05-05 08:33:47,,193.169.180.32,
9549670,2021-10-13 18:16:57,chemventory.flinnsci.com,chemventory.flinnsci.com,[],http,1.0,up,2025-05-05 08:33:14,chemventory.flinnsci.com.cdn.cloudflare.net.,172.64.151.54;104.18.36.202,
9549700,2021-10-13 18:19:04,labsafety.flinnsci.com,labsafety.flinnsci.com,[],http,1.0,up,2025-05-05 08:33:38,labsafety.flinnsci.com.cdn.cloudflare.net.,172.64.151.54;104.18.36.202,
9549719,2021-10-13 18:20:23,labsafety.flinnsci.ca,labsafety.flinnsci.ca,[],http,1.0,up,2025-05-05 08:33:35,labsafety.flinnsci.ca.cdn.cloudflare.net.,172.64.148.186;104.18.39.70,
9550209,2021-10-13 19:33:30,www.flinn360science.com,www.flinn360science.com,[],http,1.0,up,2025-05-05 08:34:11,www.flinn360science.com.cdn.cloudflare.net.,104.18.35.132;172.64.152.124,
9618672,2021-10-20 18:12:43,www.ecster.fi,www.ecster.fi,"[""everweb"",""hbfweb01"",""hbfweb02""]",http,,paused,2025-02-21 12:12:13,link01.handelsbanken.se.,192.176.124.131,
9734374,2021-11-02 07:20:33,www.it.keepitpumping.com,www.it.keepitpumping.com,"[""everweb"",""novartis"",""noph""]",http,1.0,paused,2025-03-13 13:18:50,www.it.keepitpumping.com.cdn.cloudflare.net.,104.18.36.215;172.64.151.41,
10264828,2021-12-23 23:59:56,ww3.newschool.edu,ww3.newschool.edu,[],http,1.0,up,2025-05-05 08:33:17,ww3.newschool.edu.cdn.cloudflare.net.,104.18.37.7;172.64.150.249,
11131657,2022-04-06 09:25:34,BerOps - newsletter.metro-cc.ru (ADMIN-12420) (http),newsletter.metro-cc.ru,[],http,1.0,up,2025-05-05 08:33:41,,91.229.178.1,
4903762,2018-11-26 03:27:28,www.vbg.eu,www.vbg.eu,"[""vbgweb02""]",http,1.0,up,2025-05-05 08:33:51,,217.114.93.150,
12929099,2024-02-26 08:48:47,ns1 diaverum.com,diaverum.com,[],dns,,up,2025-05-05 08:33:55,,217.114.94.2,ns2.itgarden.se.;ns1.itgarden.se.;ns3.itgarden.se.
12295446,2023-05-19 09:40:52,golf.se/for-spelaren/ || golf.se/for-spelaren/,golf.se,[],http,,up,2025-05-05 08:34:13,,217.114.93.199,dns02.ports.se.;dns04.ports.net.;dns01.dipcon.com.;dns03.ports.se.
12309444,2023-05-26 11:34:23,www.atriatuottajat.fi,www.atriatuottajat.fi,[],http,1.0,up,2025-05-05 08:33:37,,217.114.85.196,
12388314,2023-07-05 13:01:19,BerOps -  transfer.campaign.episerver.net (ssh),transfer.campaign.episerver.net,[],tcp,,up,2025-05-05 08:33:33,,193.169.180.249,
12393479,2023-07-07 23:43:04,shop.bluecrestinc.com || dmts01mstr5cxi1prod,shop.bluecrestinc.com,[],http,1.0,up,2025-05-05 08:34:06,21660151.group1.sites.hubspot.net.,199.60.103.226;199.60.103.30,
12768006,2023-10-25 03:39:01,www.avancesolo.be ||  molnlyckewp19lprod,www.avancesolo.be,[],http,1.0,up,2025-05-05 08:34:02,www.avancesolo.be.dxcloud.episerver.net.,104.18.38.15;172.64.149.241,
12943471,2024-03-07 12:48:21,www.specialisttandlakarna.se,www.specialisttandlakarna.se,"[""everweb"",""capio""]",http,1.0,up,2025-05-05 08:34:27,www.specialisttandlakarna.se.dxcloud.episerver.net.,104.18.36.231;172.64.151.25,meera.ns.cloudflare.com.;felicity.ns.cloudflare.com.
12945458,2024-03-08 13:03:49,www.byggvarubedomningen.com,www.byggvarubedomningen.com,[],http,1.0,paused,2024-10-10 13:21:57,app-bvbcms-prod-sdc.azurewebsites.net.,51.12.31.7,
5821376,2020-02-24 10:11:58,www.martinserverarestaurangbutiker.se,www.martinserverarestaurangbutiker.se,[],http,1.0,up,2025-05-05 08:34:09,,4.223.226.207,
13642758,2024-11-14 07:41:35,www.vbggroup.com,www.vbggroup.com,[],http,,up,2025-05-05 08:34:36,,185.157.223.250,
13799851,2025-03-11 10:23:50,BerOps - mx02.optimtx.com,mx02.optimtx.com,[],smtp,,up,2025-05-05 08:34:12,,185.210.81.249,
13799824,2025-03-11 10:12:06,BerOps - mx01.optimtx.com,mx01.optimtx.com,[],smtp,,up,2025-05-05 08:34:44,,185.210.81.248,
