Check ID,Created (UTC),Name,Hostname,Tags,Type,Verify Certificate,Status,Last Check Time (UTC),CNAME,A,NS
13609043,2024-10-18 14:33:55,www.royalahrend.com.cn || kanv03mstr58dpaprod,www.royalahrend.com.cn,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_kanv"",""kanv03mstr58dpaprod"",""cluster_kanv03mstr58dpaprod""]",http,1.0,paused,,,118.178.190.183,
13609096,2024-10-18 15:32:11,www.lrdecarbhub.org || loyd03aapj60f3prod,www.lrdecarbhub.org,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_loyd"",""loyd03aapj60f3prod"",""cluster_loyd03aapj60f3prod""]",http,1.0,paused,,,,
13609921,2024-10-19 01:03:16,sustainability.crugroup.com || cinl01mstr24rdwprod,sustainability.crugroup.com,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""cinl01mstr24rdwprod"",""cluster_cinl01mstr24rdwprod"",""customer_cinl""]",http,1.0,paused,,,217.114.94.2,ns4-05.azure-dns.info.;ns2-05.azure-dns.net.;ns3-05.azure-dns.org.;ns1-05.azure-dns.com.
13610540,2024-10-20 17:22:39,redirect.miun.se || mitt03mstrm7l77prod,redirect.miun.se,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_mitt"",""mitt03mstrm7l77prod"",""cluster_mitt03mstrm7l77prod""]",http,1.0,paused,,redirect.miun.se.dxcloud.episerver.net.,172.64.155.181;104.18.32.75,
13610569,2024-10-20 17:23:15,wwwkorr.miun.se || mitt03mstrm7l77prod,wwwkorr.miun.se,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_mitt"",""mitt03mstrm7l77prod"",""cluster_mitt03mstrm7l77prod""]",http,1.0,paused,,www.miun.se.,104.18.32.75;172.64.155.181,
13612703,2024-10-22 06:03:19,www.childrensresearchfund.org || lchc121rr05prod,www.childrensresearchfund.org,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_lchc"",""lchc121rr05prod"",""cluster_lchc121rr05prod""]",http,1.0,paused,,,217.156.66.19,
13615924,2024-10-23 17:31:31,members.mdrt.org || mdrt02mstrs8j9fprod,members.mdrt.org,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_mdrt"",""mdrt02mstrs8j9fprod"",""cluster_mdrt02mstrs8j9fprod""]",http,1.0,paused,,prod-www-mdrt.trafficmanager.net.,172.64.148.7;104.18.39.249,
13620207,2024-10-28 03:03:09,www.eversensecgm.it || adcueurope019tv3aprod,www.eversensecgm.it,"[""dxc"",""adcueurope019tv3aprod"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""cluster_adcueurope019tv3aprod"",""customer_adcu""]",http,1.0,paused,,,165.160.13.20;165.160.15.20,
13620208,2024-10-28 03:03:30,www.eversensecgm.ch || adcueurope019tv3aprod,www.eversensecgm.ch,"[""dxc"",""adcueurope019tv3aprod"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""cluster_adcueurope019tv3aprod"",""customer_adcu""]",http,1.0,paused,,,165.160.13.20;165.160.15.20,
13620209,2024-10-28 03:03:36,www.eversensecgm.se || adcueurope019tv3aprod,www.eversensecgm.se,"[""dxc"",""adcueurope019tv3aprod"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""cluster_adcueurope019tv3aprod"",""customer_adcu""]",http,1.0,paused,,,165.160.15.20;165.160.13.20,
13620211,2024-10-28 03:03:47,www.eversensecgm.es || adcueurope019tv3aprod,www.eversensecgm.es,"[""dxc"",""adcueurope019tv3aprod"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""cluster_adcueurope019tv3aprod"",""customer_adcu""]",http,1.0,paused,,,165.160.15.20;165.160.13.20,
13620212,2024-10-28 03:03:55,www.eversensecgm.eu || adcueurope019tv3aprod,www.eversensecgm.eu,"[""dxc"",""adcueurope019tv3aprod"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""cluster_adcueurope019tv3aprod"",""customer_adcu""]",http,1.0,paused,,,165.160.15.20;165.160.13.20,
13620213,2024-10-28 03:04:01,www.eversensecgm.pl || adcueurope019tv3aprod,www.eversensecgm.pl,"[""dxc"",""adcueurope019tv3aprod"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""cluster_adcueurope019tv3aprod"",""customer_adcu""]",http,1.0,paused,,,165.160.15.20;165.160.13.20,
13623565,2024-10-30 06:29:17,www.bausch.com.pl || balo03aapea45bprod,www.bausch.com.pl,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_balo"",""balo03aapea45bprod"",""cluster_balo03aapea45bprod""]",http,1.0,paused,,dmgul5l.ng.impervadns.net.,45.60.79.143,
13623641,2024-10-30 08:06:42,cms.portal.weir || wgrp02mstr93da4prod,cms.portal.weir,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""customer_wgrp"",""wgrp02mstr93da4prod"",""cluster_wgrp02mstr93da4prod""]",http,1.0,paused,,cms.portal.weir.dxcloud.episerver.net.,172.64.151.48;104.18.36.208,
13623784,2024-10-30 09:36:02,www.nykopingsarenor.se || nyko01mstrb3n64prod,www.nykopingsarenor.se,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""nyko01mstrb3n64prod"",""cluster_nyko01mstrb3n64prod"",""customer_nyko""]",http,1.0,paused,,nykopingsarenor.se.,77.91.217.34,ns3.nodns.se.;ns2.nodns.se.
13630026,2024-11-05 07:31:09,www.ensto.ee || enoy01mstrsa6s8prod,www.ensto.ee,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.ee.dxcloud.episerver.net.,172.64.150.114;104.18.37.142,desi.ns.cloudflare.com.;austin.ns.cloudflare.com.
13630027,2024-11-05 07:31:13,www.ensto.co.uk || enoy01mstrsa6s8prod,www.ensto.co.uk,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.co.uk.dxcloud.episerver.net.,104.18.37.142;172.64.150.114,desi.ns.cloudflare.com.;austin.ns.cloudflare.com.
13630029,2024-11-05 07:31:18,www.ensto.fi || enoy01mstrsa6s8prod,www.ensto.fi,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.fi.dxcloud.episerver.net.,104.18.37.142;172.64.150.114,austin.ns.cloudflare.com.;desi.ns.cloudflare.com.
13630031,2024-11-05 07:31:23,www.ensto.hu || enoy01mstrsa6s8prod,www.ensto.hu,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.hu.dxcloud.episerver.net.,172.64.150.114;104.18.37.142,desi.ns.cloudflare.com.;austin.ns.cloudflare.com.
13630035,2024-11-05 07:31:26,www.ensto.kz || enoy01mstrsa6s8prod,www.ensto.kz,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.kz.dxcloud.episerver.net.,104.18.37.142;172.64.150.114,desi.ns.cloudflare.com.;austin.ns.cloudflare.com.
13630038,2024-11-05 07:31:35,www.ensto.es || enoy01mstrsa6s8prod,www.ensto.es,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.es.dxcloud.episerver.net.,104.18.37.142;172.64.150.114,desi.ns.cloudflare.com.;austin.ns.cloudflare.com.
13630039,2024-11-05 07:31:36,www.ensto.ie || enoy01mstrsa6s8prod,www.ensto.ie,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.ie.dxcloud.episerver.net.,104.18.37.142;172.64.150.114,desi.ns.cloudflare.com.;austin.ns.cloudflare.com.
13630040,2024-11-05 07:31:42,www.ensto.ua || enoy01mstrsa6s8prod,www.ensto.ua,"[""dxc"",""service_dxc"",""env_production"",""role_availabilitymonitoring"",""enoy01mstrsa6s8prod"",""cluster_enoy01mstrsa6s8prod"",""customer_enoy""]",http,1.0,paused,,www.ensto.ua.dxcloud.episerver.net.,104.18.37.142;172.64.150.114,austin.ns.cloudflare.com.;desi.ns.cloudflare.com.
